Unnamed: 0,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,emi_burden,risk_score,age_group,anomaly_flag,is_anomaly,zscore_anomaly
85216,0,0.012708113,52,0,4438.0,5400.0,10,0,3,0,3.0,0.8216996852434735,1775.2076248678,Senior,-1,1,0
85247,0,0.9999999,48,2,2502.0,5400.0,2,0,1,0,0.0,0.4632475467506017,1001.39999994,Mid,-1,1,0
85282,0,0.3979607,63,0,3702.0,5400.0,12,0,2,0,0.0,0.685428624328828,1481.0387764200002,Senior,-1,1,0
85283,0,0.788487621,46,1,3114.0,5400.0,10,0,1,0,2.0,0.5765598963154971,1246.0730925726002,Mid,-1,1,0
85307,0,0.023518119,49,0,4393.0,5400.0,16,0,4,0,0.0,0.81336789483429,1757.2141108714,Mid,-1,1,0
85310,0,0.800066644,39,0,2125.0,5400.0,6,0,2,0,0.0,0.3934456582114423,850.4800399864,Mid,-1,1,0
85340,0,0.433724489,43,0,2398.0,5400.0,7,0,2,0,0.0,0.4439918533604888,959.4602346934,Mid,-1,1,0
85349,0,0.18229147,63,0,9929.0,5400.0,16,0,5,0,2.0,1.8383632660618403,3971.709374882,Senior,-1,1,1
85374,0,0.066060436,52,1,4815.0,5400.0,14,0,3,0,0.0,0.8915015737826328,1926.0396362616,Senior,-1,1,0
85376,0,0.9999999,36,0,986.0,5400.0,5,0,1,0,0.0,0.1825587854101092,394.99999994,Mid,-1,1,0
85407,0,0.9999999,52,0,1780.0,5400.0,2,2,1,0,0.0,0.3295685984077022,712.59999994,Senior,-1,1,0
85416,0,0.002189621,52,0,3530.0,5400.0,12,0,2,0,0.0,0.6535826698759489,1412.0013137726,Senior,-1,1,0
85484,0,0.9999999,67,0,892.0,5400.0,4,0,1,0,0.0,0.1651546009998148,357.39999994,Senior,-1,1,0
85492,0,0.668883962,58,0,2815.0,5400.0,7,0,1,0,0.0,0.5211997778189225,1126.4013303772,Senior,-1,1,0
85499,0,0.803576075,70,0,1305.0,5400.0,8,0,0,0,0.0,0.241621921866321,522.482145645,Senior,-1,1,0
85510,0,0.30298238,49,0,4897.0,5400.0,6,0,1,0,0.0,0.906683947417145,1958.981789428,Mid,-1,1,0
85541,0,0.377098146,79,0,4616.0,5400.0,15,0,4,0,0.0,0.8546565450842437,1846.6262588876,Senior,-1,1,0
85589,0,0.0,41,0,5888.0,5400.0,5,0,4,0,0.0,1.0901684873171635,2355.2000000000003,Mid,-1,1,0
85618,0,0.059375108,48,0,1329.5,1.0,4,0,2,0,1.0,664.75,531.8356250648001,Mid,-1,1,1
85622,0,0.041520349,59,0,980.0,1.0,16,0,2,0,0.0,490.0,392.0249122094,Senior,-1,1,1
85644,0,0.793600144,52,1,6623.0,5400.0,10,0,2,0,0.0,1.2262543973338271,2649.6761600864,Senior,-1,1,1
85654,0,0.938618926,68,0,3953.0,5400.0,8,0,3,0,0.0,0.7319014997222737,1581.7631713556,Senior,-1,1,0
85661,1,0.819966803,40,2,5656.0,5400.0,10,0,2,1,0.0,1.047213478985373,2262.8919800818003,Mid,-1,1,0
85671,1,0.9999999,85,1,784.0,5400.0,6,0,1,0,0.0,0.1451583040177745,314.19999994,Senior,-1,1,0
85682,0,0.129149902,52,0,4205.0,5400.0,8,0,1,0,3.0,0.7785595260137012,1682.0774899412,Senior,-1,1,0
85845,0,0.406572429,40,2,3325.0,5400.0,9,0,2,0,2.0,0.6156267357896685,1330.2439434574,Mid,-1,1,0
85864,0,0.801767543,67,0,2715.0,5400.0,11,0,2,0,0.0,0.5026846880207368,1086.4810605258,Senior,-1,1,0
85896,0,0.751761793,52,0,2335.0,5400.0,8,0,1,0,2.0,0.4323273467876319,934.4510570758,Senior,-1,1,0
85904,0,0.10619469,50,0,3916.0,5400.0,6,0,2,0,0.0,0.725050916496945,1566.463716814,Mid,-1,1,0
85916,0,0.914474511,75,0,4669.0,5400.0,7,0,1,0,0.0,0.8644695426772819,1868.1486847066,Senior,-1,1,0
85933,0,0.370976084,33,0,3648.0,5400.0,6,0,1,0,0.0,0.6754304758378078,1459.4225856504002,Mid,-1,1,0
85953,0,0.018335205,59,0,5533.0,5400.0,11,0,1,0,2.0,1.0244399185336048,2213.211001123,Senior,-1,1,0
85977,0,0.110775887,53,1,3381.0,5400.0,8,0,1,0,0.0,0.6259951860766525,1352.4664655322,Senior,-1,1,0
85986,0,0.134002395,78,0,3801.0,5400.0,23,0,4,0,0.0,0.7037585632290316,1520.4804014370002,Senior,-1,1,0
86004,0,0.084285879,41,0,5850.0,5400.0,9,0,2,0,2.0,1.083132753193853,2340.0505715274,Mid,-1,1,0
86021,0,0.848257926,43,0,2385.0,5400.0,5,0,1,0,2.0,0.4415848916867246,954.5089547556,Mid,-1,1,0
86063,0,0.168199097,61,0,3962.0,5400.0,7,0,2,0,2.0,0.7335678578041104,1584.9009194582002,Senior,-1,1,0
86080,0,0.111143148,71,0,3886.0,5400.0,24,0,3,0,0.0,0.7194963895574894,1554.4666858888002,Senior,-1,1,0
86100,0,0.0,60,0,12051.0,5400.0,18,0,6,0,0.0,2.231253471579337,4820.400000000001,Senior,-1,1,1
86113,1,0.9999999,44,0,1374.0,5400.0,1,1,1,0,4.0,0.2543973338270691,550.19999994,Mid,-1,1,0
86120,0,0.017393487,73,0,2706.0,5400.0,8,0,2,0,0.0,0.5010183299389002,1082.4104360922,Senior,-1,1,0
86131,0,0.005472089,50,0,4910.0,5400.0,7,0,2,0,0.0,0.9090909090909092,1964.0032832534,Mid,-1,1,0
86204,0,0.321483309,46,0,2888.0,5400.0,7,0,1,0,3.0,0.5347157933715978,1155.3928899854,Mid,-1,1,0
86211,0,0.97870213,72,0,1827.0,5400.0,8,0,1,0,0.0,0.3382706906128495,731.3872212780001,Senior,-1,1,0
86245,0,0.001714251,79,0,4128.0,5400.0,11,0,2,0,0.0,0.7643029068690983,1651.2010285506,Senior,-1,1,0
86283,0,0.546173125,55,0,4019.0,5400.0,14,0,2,0,0.0,0.7441214589890761,1607.927703875,Senior,-1,1,0
86288,0,0.041696391,69,1,5089.0,5400.0,11,0,3,0,0.0,0.9422329198296612,2035.6250178346,Senior,-1,1,0
86308,0,0.391419187,65,0,4464.0,5400.0,22,0,3,0,0.0,0.8265136085910016,1785.8348515122002,Senior,-1,1,0
86311,0,0.386454351,51,0,2914.0,5400.0,15,0,1,0,3.0,0.5395297167191261,1165.8318726106002,Senior,-1,1,0
86329,0,0.423443417,55,0,18062.0,5400.0,24,0,2,0,2.0,3.344195519348269,7225.0540660502,Senior,-1,1,1
86331,0,0.129644495,45,0,5564.0,5400.0,12,0,2,0,3.0,1.0301795963710425,2225.677786697,Mid,-1,1,0
86340,0,0.954021664,48,5,5399.0,5400.0,13,0,2,0,0.0,0.9996296982040362,2160.1724129984,Mid,-1,1,0
86343,0,0.285871413,40,0,160.5,1.0,8,0,0,0,4.0,80.25,64.37152284780001,Mid,-1,1,0
86373,0,0.047842101,73,0,5396.0,5400.0,8,0,2,0,0.0,0.9990742455100908,2158.4287052606,Senior,-1,1,0
86410,0,0.535362718,47,0,2614.0,5400.0,8,0,1,0,0.0,0.4839844473245695,1045.9212176308,Mid,-1,1,0
86412,0,0.9999999,49,0,3762.0,5400.0,3,0,3,0,0.0,0.6965376782077393,1505.3999999400005,Mid,-1,1,0
86414,0,0.234923462,45,1,4880.0,5400.0,14,0,2,0,0.0,0.9035363821514536,1952.1409540772,Mid,-1,1,0
86417,0,0.9999999,33,0,1457.0,5400.0,2,0,1,0,0.0,0.269764858359563,583.39999994,Mid,-1,1,0
86492,0,0.9999999,49,0,5370.0,5400.0,10,1,3,0,2.0,0.9942603221625624,2148.59999994,Mid,-1,1,0
86496,0,0.081451584,45,0,3753.0,5400.0,8,0,1,0,0.0,0.6948713201259026,1501.2488709504,Mid,-1,1,0
86505,0,0.043998483,73,0,2861.0,5400.0,10,0,3,0,0.0,0.5297167191260878,1144.4263990898,Senior,-1,1,0
86527,0,0.072545768,79,0,3549.0,5400.0,8,0,2,0,0.0,0.6571005369376042,1419.6435274608002,Senior,-1,1,0
86529,0,0.399390937,50,0,5954.0,5400.0,13,0,2,0,0.0,1.102388446583966,2381.8396345622,Mid,-1,1,0
86546,1,0.950512372,61,0,2574.0,5400.0,3,1,1,1,0.0,0.4765784114052953,1030.1703074232,Senior,-1,1,0
86568,0,0.350061059,56,1,6781.0,5400.0,12,0,4,0,0.0,1.25550823921496,2712.6100366354,Senior,-1,1,1
86602,1,0.822507663,57,3,3418.0,5400.0,14,0,2,0,0.0,0.6328457693019811,1367.6935045978,Senior,-1,1,0
86645,0,0.251780249,47,0,33409.0,5400.0,6,0,2,0,0.0,6.185706350675801,13363.7510681494,Mid,-1,1,1
86681,0,0.656697423,42,0,3068.0,5400.0,6,0,2,0,0.0,0.5680429550083318,1227.5940184538,Mid,-1,1,0
86711,0,0.207099973,54,0,645.0,1.0,23,0,0,0,0.0,322.5,258.1242599838,Senior,-1,1,1
86749,0,0.04486884,50,1,5429.0,5400.0,13,0,2,0,0.0,1.005184225143492,2171.626921304,Mid,-1,1,0
86775,0,0.185089647,45,0,4600.0,5400.0,12,0,1,0,0.0,0.851694130716534,1840.1110537882,Mid,-1,1,0
86806,0,0.792523952,37,0,1210.5,1.0,6,0,1,0,3.0,605.25,484.67551437120005,Mid,-1,1,1
86810,0,0.964456267,48,0,2756.0,5400.0,8,0,1,0,0.0,0.510275874837993,1102.9786737602,Mid,-1,1,0
86856,0,0.877336811,44,2,2428.0,5400.0,8,0,1,0,4.0,0.4495463802999445,971.7264020866,Mid,-1,1,0
86876,0,0.000615374,71,0,2797.0,5400.0,6,0,1,0,0.0,0.517867061655249,1118.8003692244,Senior,-1,1,0
86894,0,0.518888511,36,0,2992.0,5400.0,21,0,0,0,0.0,0.5539714867617108,1197.1113331066,Mid,-1,1,0
86896,0,0.143480849,49,0,3789.0,5400.0,18,0,4,0,0.0,0.7015367524532494,1515.6860885094002,Mid,-1,1,0
86931,0,0.555187517,66,1,3741.0,5400.0,17,0,3,0,1.0,0.6926495093501204,1496.7331125102,Senior,-1,1,0
86942,1,0.922155689,59,2,1967.0,5400.0,5,2,1,1,0.0,0.3641918163303092,787.3532934134,Senior,-1,1,0
86957,0,0.669296732,65,0,6942.0,5400.0,13,0,4,0,0.0,1.2853175337900389,2777.2015780392003,Senior,-1,1,1
86986,1,0.843332865,32,5,1618.0,5400.0,23,0,0,0,0.0,0.2995741529346417,647.705999719,Mid,-1,1,0
87039,0,0.707404986,64,1,2648.0,5400.0,12,0,2,0,0.0,0.4902795778559526,1059.6244429916,Senior,-1,1,0
87057,0,0.890748342,66,0,3239.0,5400.0,7,1,3,0,0.0,0.599703758563229,1296.1344490052002,Senior,-1,1,0
87182,0,0.420231682,50,0,3877.0,5400.0,14,0,3,0,0.0,0.7178300314756526,1551.0521390092,Mid,-1,1,0
87198,0,0.459261335,48,0,4640.0,5400.0,9,0,2,0,0.0,0.8591001666358082,1856.275556801,Mid,-1,1,0
87205,0,0.014468533,82,0,4388.0,5400.0,25,0,2,0,0.0,0.8124421403443807,1755.2086811198,Senior,-1,1,0
87221,0,0.682048916,62,1,2894.0,5400.0,9,0,2,0,0.0,0.535826698759489,1158.0092293496002,Senior,-1,1,0
87250,0,0.676832871,44,0,2731.0,5400.0,7,0,1,0,0.0,0.5056471023884466,1092.8060997226,Mid,-1,1,0
87254,0,0.811718375,62,1,3949.0,5400.0,21,0,1,0,0.0,0.7311608961303462,1580.0870310250002,Senior,-1,1,0
87266,0,0.931406622,67,0,1623.0,5400.0,7,0,1,0,0.0,0.300499907424551,649.7588439732001,Senior,-1,1,0
87281,0,0.069695648,30,0,2395.0,5400.0,7,0,1,0,0.0,0.4434364006665432,958.0418173888,Young,-1,1,0
87284,0,0.054142357,46,0,4407.0,5400.0,14,0,3,0,0.0,0.8159600074060359,1762.8324854142002,Mid,-1,1,0
87286,0,0.110291309,46,0,3875.0,5400.0,16,0,2,0,0.0,0.717459729679689,1550.0661747854,Mid,-1,1,0
87292,0,0.0,50,0,3742.0,5400.0,8,0,2,0,3.0,0.6928346602481023,1496.8000000000002,Mid,-1,1,0
87328,0,0.812574912,52,0,2483.0,5400.0,11,0,1,0,0.0,0.4597296796889465,993.6875449472,Senior,-1,1,0
87374,0,0.680149015,40,1,3949.0,5400.0,8,0,2,0,2.0,0.7311608961303462,1580.008089409,Mid,-1,1,0
87425,0,0.000165603,54,0,4158.0,5400.0,16,0,3,0,0.0,0.769857433808554,1663.2000993618,Senior,-1,1,0
87432,0,0.285104419,69,0,3434.0,5400.0,9,0,1,0,0.0,0.6358081836696908,1373.7710626514,Senior,-1,1,0
87441,1,0.9999999,31,0,645.0,5400.0,6,0,0,0,1.0,0.1194223291982966,258.59999994,Mid,-1,1,0
87447,0,0.16825804,56,0,4051.0,5400.0,7,0,4,0,0.0,0.7500462877244954,1620.500954824,Senior,-1,1,0
87453,0,0.16837375,33,0,2926.0,5400.0,6,0,1,0,0.0,0.5417515274949084,1170.50102425,Mid,-1,1,0
87457,0,0.066580175,78,1,3156.0,5400.0,17,0,3,0,0.0,0.5843362340307351,1262.439948105,Senior,-1,1,0
87489,0,0.9999999,73,0,887.0,5400.0,3,0,1,0,0.0,0.1642288465099055,355.39999994,Senior,-1,1,0
87544,0,0.289182506,46,0,3133.0,5400.0,6,0,2,0,0.0,0.5800777633771523,1253.3735095036,Mid,-1,1,0
87561,0,0.9999999,24,0,716.0,5400.0,3,0,0,0,1.0,0.1325680429550083,286.99999994,Young,-1,1,0
87574,0,0.279614354,69,0,3034.0,5400.0,14,0,1,0,0.0,0.5617478244769487,1213.7677686124002,Senior,-1,1,0
87593,0,0.876279734,42,1,8021.0,5400.0,5,0,2,0,0.0,1.4850953527124606,3208.9257678404,Mid,-1,1,1
87597,0,0.923803018,35,0,4577.0,5400.0,13,0,2,0,0.0,0.8474356600629513,1831.3542818108,Mid,-1,1,0
87616,0,0.22593736,35,0,3520.0,5400.0,10,0,2,0,0.0,0.6517311608961304,1408.135562416,Mid,-1,1,0
87623,0,0.9999999,57,0,1809.0,5400.0,3,0,2,0,0.0,0.334937974449176,724.19999994,Senior,-1,1,0
87633,0,0.002222099,39,0,3379.0,5400.0,7,0,2,0,0.0,0.6256248842806887,1351.6013332594002,Mid,-1,1,0
87677,0,0.141115245,63,0,3717.0,5400.0,9,0,2,0,0.0,0.6882058877985558,1486.8846691470003,Senior,-1,1,0
87719,0,0.529216848,64,0,4235.0,5400.0,21,0,1,0,1.0,0.7841140529531568,1694.3175301088,Senior,-1,1,0
87721,0,0.106813092,40,0,4122.0,5400.0,10,0,2,0,0.0,0.7631920014812071,1648.8640878552,Mid,-1,1,0
87765,0,0.004458457,40,0,3373.0,5400.0,6,0,3,0,0.0,0.6245139788927976,1349.2026750742,Mid,-1,1,0
87775,0,0.293765008,67,0,2682.0,5400.0,8,0,2,0,0.0,0.4965747083873357,1072.9762590048,Senior,-1,1,0
87788,0,0.645522075,47,0,4362.0,5400.0,25,1,3,0,0.0,0.8076282169968524,1745.1873132450005,Mid,-1,1,0
87849,0,0.955881462,46,0,5320.0,5400.0,8,1,2,0,0.0,0.9850027772634696,2128.5735288772,Mid,-1,1,0
87863,0,0.914214482,58,0,4126.0,5400.0,10,0,2,0,0.0,0.7639326050731347,1650.9485286892002,Senior,-1,1,0
87870,0,0.14507513,36,0,4962.0,5400.0,9,0,4,0,0.0,0.9187187557859656,1984.8870450780005,Mid,-1,1,0
87924,0,0.459985512,51,0,2620.0,5400.0,14,0,1,0,1.0,0.4850953527124607,1048.2759913072,Senior,-1,1,0
87925,0,0.943891013,65,0,612.5,1.0,10,0,0,0,0.0,306.25,245.5663346078,Senior,-1,1,1
87930,0,0.9999999,34,0,1742.0,5400.0,4,0,2,0,0.0,0.3225328642843917,697.39999994,Mid,-1,1,0
87948,0,0.529589104,53,0,3221.0,5400.0,18,0,1,0,0.0,0.5963710423995556,1288.7177534624002,Senior,-1,1,0
87952,1,0.017009959,48,0,9822.0,5400.0,16,0,7,0,0.0,1.818552119977782,3928.8102059754,Mid,-1,1,1
87971,1,0.964553511,30,1,753.0,5400.0,6,0,0,1,0.0,0.1394186261803369,301.7787321066,Young,-1,1,0
87977,0,0.039096506,42,2,3541.0,5400.0,11,0,2,0,0.0,0.6556193297537493,1416.4234579036,Mid,-1,1,0
87988,0,0.0,46,1,3249.0,5400.0,11,0,3,0,0.0,0.6015552675430476,1299.6,Mid,-1,1,0
88006,1,0.897001304,28,2,773.0,5400.0,4,2,0,0,0.0,0.143121644139974,309.73820078240004,Young,-1,1,0
88033,1,0.963394508,48,2,4519.0,5400.0,9,0,2,0,1.0,0.8366969079800037,1808.1780367048,Mid,-1,1,0
88046,0,0.914379204,88,0,332.0,5400.0,7,0,0,0,0.0,0.0614700981299759,133.34862752240002,Senior,-1,1,0
88058,0,0.380152128,61,0,8268.0,5400.0,25,0,7,0,0.0,1.530827624513979,3307.4280912768004,Senior,-1,1,1
88093,0,0.0,41,0,3372.0,5400.0,8,0,1,0,0.0,0.6243288279948158,1348.8000000000002,Mid,-1,1,0
88101,0,0.426692473,61,0,3542.0,5400.0,12,0,2,0,1.0,0.6558044806517311,1417.0560154838,Senior,-1,1,0
88111,0,0.037408743,57,1,3849.0,5400.0,9,0,2,0,0.0,0.7126458063321607,1539.6224452458002,Senior,-1,1,0
88132,0,0.804309448,51,0,3099.0,5400.0,10,0,1,0,3.0,0.5737826328457692,1240.0825856688002,Senior,-1,1,0
88166,0,0.14782554,65,0,3478.0,5400.0,11,0,3,0,0.0,0.6439548231808925,1391.288695324,Senior,-1,1,0
88196,0,0.021194378,74,0,2683.0,5400.0,15,0,1,0,0.0,0.4967598592853175,1073.2127166268,Senior,-1,1,0
88226,0,0.304455689,56,0,3487.0,5400.0,14,0,1,0,1.0,0.6456211812627292,1394.9826734134,Senior,-1,1,0
88292,1,0.944447874,72,1,2970.0,5400.0,8,0,2,0,1.0,0.5498981670061099,1188.5666687244,Senior,-1,1,0
88314,0,0.415354462,60,0,5647.0,5400.0,12,0,2,0,2.0,1.0455471209035363,2259.0492126772,Senior,-1,1,0
88340,0,0.0,33,0,2887.0,5400.0,5,0,1,0,0.0,0.534530642473616,1154.8,Mid,-1,1,0
88349,0,0.090818941,53,0,4507.0,5400.0,10,0,2,0,0.0,0.8344750972042214,1802.8544913646,Senior,-1,1,0
88354,0,0.206859652,45,0,6879.0,5400.0,9,0,3,0,0.0,1.273653027217182,2751.7241157912003,Mid,-1,1,1
88398,0,0.073844801,39,0,3503.0,5400.0,8,0,1,0,0.0,0.6485835956304388,1401.2443068806,Mid,-1,1,0
88408,0,0.636017333,54,0,3318.0,5400.0,15,0,2,0,0.0,0.6143306795037956,1327.5816103998,Senior,-1,1,0
88418,0,0.0,60,0,4463.0,5400.0,8,0,2,0,0.0,0.8263284576930198,1785.2,Senior,-1,1,0
88419,0,0.868832109,80,0,1791.0,5400.0,5,0,0,0,0.0,0.3316052582855027,716.9212992654001,Senior,-1,1,0
88440,0,0.269674206,39,0,2596.0,5400.0,8,0,1,0,0.0,0.4806517311608961,1038.5618045236,Mid,-1,1,0
88463,0,0.529387002,58,0,2661.0,5400.0,9,0,1,0,2.0,0.4926865395297167,1064.7176322012,Senior,-1,1,0
88475,0,0.027770635,35,0,3594.0,5400.0,3,0,1,0,0.0,0.6654323273467876,1437.6166623810002,Mid,-1,1,0
88481,0,0.504564959,39,0,2711.0,5400.0,9,0,2,0,0.0,0.5019440844288094,1084.7027389754,Mid,-1,1,0
88484,0,0.9999999,68,0,1681.0,5400.0,2,0,1,0,0.0,0.3112386595074986,672.9999999400001,Senior,-1,1,0
88531,0,0.0,49,0,3533.0,5400.0,8,0,2,0,2.0,0.6541381225698945,1413.2,Mid,-1,1,0
88534,0,0.918180988,71,0,2362.0,5400.0,16,0,1,0,0.0,0.437326421033142,945.3509085928,Senior,-1,1,0
88535,0,0.99349476,37,0,1771.0,5400.0,8,1,1,0,0.0,0.3279022403258655,708.9960968560001,Mid,-1,1,0
88536,0,0.068830827,59,0,152.5,1.0,11,0,0,0,0.0,76.25,61.0412984962,Senior,-1,1,0
88602,0,0.328233588,55,0,3223.0,5400.0,8,0,2,0,0.0,0.5967413441955194,1289.3969401528,Senior,-1,1,0
88604,0,0.434292932,40,0,5493.0,5400.0,10,0,2,0,3.0,1.0170338826143306,2197.4605757592003,Mid,-1,1,0
88614,0,0.539589861,63,1,5011.0,5400.0,30,0,2,0,1.0,0.9277911497870764,2004.7237539166,Senior,-1,1,0
88640,0,0.832137781,48,0,2337.0,5400.0,10,0,1,0,1.0,0.4326976485835956,935.2992826686,Mid,-1,1,0
88676,0,0.810152672,41,1,2380.0,5400.0,6,0,1,0,3.0,0.4406591371968154,952.4860916032,Mid,-1,1,0
88710,1,0.002307396,37,0,8956.0,5400.0,7,0,2,0,0.0,1.6582114423254952,3582.4013844376,Mid,-1,1,1
88759,0,0.028768346,63,0,4079.0,5400.0,9,0,1,0,0.0,0.7552305128679874,1631.6172610076,Senior,-1,1,0
88761,0,0.9999999,63,0,2234.0,5400.0,3,0,1,0,0.0,0.4136271060914645,894.19999994,Senior,-1,1,0
88774,0,0.428936678,41,0,4129.0,5400.0,10,0,2,0,0.0,0.7644880577670802,1651.8573620068,Mid,-1,1,0
88794,0,0.345526095,62,0,80.0,1.0,9,0,0,0,0.0,40.0,32.207315657,Senior,-1,1,0
88795,0,0.982551799,57,1,1424.0,5400.0,4,0,1,0,0.0,0.2636548787261618,570.1895310794,Senior,-1,1,0
88802,0,0.298527128,67,2,2726.0,5400.0,8,0,2,0,0.0,0.5047213478985373,1090.5791162768,Senior,-1,1,0
88813,0,0.056691872,40,0,3010.0,5400.0,6,0,2,0,0.0,0.5573042029253842,1204.0340151232,Mid,-1,1,0
88822,0,0.129788434,53,0,4822.0,5400.0,6,0,2,0,0.0,0.8927976300685059,1928.8778730604,Senior,-1,1,0
88836,0,0.9999999,65,0,2413.0,5400.0,7,0,1,0,0.0,0.4467691168302166,965.79999994,Senior,-1,1,0
88841,0,0.671001146,51,0,3779.0,5400.0,7,1,2,0,0.0,0.6996852434734309,1512.0026006876,Senior,-1,1,0
88850,0,0.68320576,46,0,2680.0,5400.0,14,0,1,0,2.0,0.496204406591372,1072.409923456,Mid,-1,1,0
88860,0,0.9999999,28,0,524.0,5400.0,2,0,0,0,0.0,0.0970190705424921,210.19999994000003,Young,-1,1,0
88862,0,0.790695704,46,0,3148.0,5400.0,13,0,2,0,2.0,0.5828550268468802,1259.6744174224,Mid,-1,1,0
88863,0,0.9999999,51,0,2394.0,5400.0,6,0,1,0,1.0,0.4432512497685614,958.19999994,Senior,-1,1,0
88865,0,0.606859829,42,2,3745.0,5400.0,9,0,1,0,2.0,0.6933901129420478,1498.3641158974,Mid,-1,1,0
88874,1,0.962732919,67,1,1245.0,5400.0,15,0,0,0,0.0,0.2305128679874097,498.5776397514,Senior,-1,1,0
88885,0,0.647970521,82,0,1746.0,5400.0,25,0,0,0,0.0,0.3232734678763192,698.7887823126001,Senior,-1,1,0
88889,0,0.001483338,63,0,4105.0,5400.0,11,0,3,0,0.0,0.7600444362155157,1642.0008900028,Senior,-1,1,0
88900,0,0.398967291,68,0,3536.0,5400.0,19,0,1,0,0.0,0.65469357526384,1414.6393803746,Senior,-1,1,0
88916,1,0.873189023,42,0,2644.0,5400.0,10,0,1,0,2.0,0.4895389742640252,1058.1239134138002,Mid,-1,1,0
88927,0,0.9999999,57,0,2616.0,5400.0,6,0,2,0,0.0,0.4843547491205332,1046.9999999400002,Senior,-1,1,0
88996,0,0.173760875,52,0,3948.0,5400.0,6,0,2,0,4.0,0.7309757452323644,1579.304256525,Senior,-1,1,0
89014,0,0.339819649,57,1,2984.0,5400.0,10,0,1,0,2.0,0.5524902795778559,1193.8038917894,Senior,-1,1,0
89045,0,0.129782284,43,0,3674.0,5400.0,10,0,2,0,0.0,0.6802443991853361,1469.6778693704002,Mid,-1,1,0
89099,0,0.456855763,39,0,2319.0,5400.0,8,0,2,0,0.0,0.4293649324199222,927.8741134578,Mid,-1,1,0
89131,0,0.9999999,33,0,5395.0,5400.0,4,0,1,0,0.0,0.9988890946121088,2158.59999994,Mid,-1,1,0
89148,0,0.173030429,72,1,2977.0,5400.0,14,0,2,0,0.0,0.551194223291983,1190.9038182574,Senior,-1,1,0
89178,0,0.9999999,43,1,2040.0,5400.0,3,0,1,0,0.0,0.3777078318829846,816.59999994,Mid,-1,1,0
89237,0,0.0,59,0,3378.0,5400.0,13,0,2,0,0.0,0.6254397333827069,1351.2,Senior,-1,1,0
89250,0,0.066883803,45,0,7567.0,5400.0,11,0,5,0,2.0,1.4010368450286983,3026.8401302818,Mid,-1,1,1
89255,0,0.139587357,37,0,5107.0,5400.0,11,0,1,0,5.0,0.9455656359933344,2042.8837524142,Mid,-1,1,0
89260,0,0.461482518,33,0,4926.0,5400.0,7,0,1,0,2.0,0.9120533234586188,1970.6768895108,Mid,-1,1,0
89264,1,0.921282799,22,0,1141.0,5400.0,14,0,0,0,0.0,0.2112571745972968,456.9527696794,Young,-1,1,0
89267,0,0.625307595,77,0,1952.0,5400.0,9,0,0,0,0.0,0.3614145528605814,781.1751845570001,Senior,-1,1,0
89294,0,0.523778855,39,0,2720.0,5400.0,6,0,2,0,0.0,0.5036104425106461,1088.314267313,Mid,-1,1,0
89300,0,0.003714073,55,0,3258.0,5400.0,5,0,2,0,0.0,0.6032216256248842,1303.2022284438,Senior,-1,1,0
89316,0,0.9999999,43,0,3483.0,5400.0,1,0,1,0,1.0,0.6448805776708018,1393.79999994,Mid,-1,1,0
89368,1,0.657352022,52,1,3566.0,5400.0,7,0,3,0,0.0,0.6602481022032957,1426.7944112132002,Senior,-1,1,0
89375,1,0.954048887,48,1,1549.0,5400.0,21,0,0,1,0.0,0.2867987409738937,620.1724293322001,Mid,-1,1,0
89455,0,0.237655247,65,0,4007.0,5400.0,6,0,2,0,0.0,0.7418996482132938,1602.9425931482,Senior,-1,1,0
89456,0,0.9999999,35,0,2262.0,5400.0,8,0,2,0,1.0,0.4188113312349565,905.39999994,Mid,-1,1,0
89460,0,0.9999999,61,0,2382.0,5400.0,7,0,3,0,0.0,0.4410294389927791,953.39999994,Senior,-1,1,0
89510,0,0.553055394,57,0,4144.0,5400.0,17,0,2,0,1.0,0.767265321236808,1657.9318332364,Senior,-1,1,0
89546,0,0.014345194,48,0,9256.0,5400.0,9,0,6,0,0.0,1.7137567117200518,3702.4086071164,Mid,-1,1,1
89552,0,0.231158308,34,0,3746.0,5400.0,10,0,3,0,2.0,0.6935752638400297,1498.5386949848,Mid,-1,1,0
89561,0,0.614795068,33,0,147.6666667,2.0,3,0,0,0,2.0,49.22222223333333,59.435543720800005,Mid,-1,1,0
89567,0,0.1918831,36,1,3383.0,5400.0,14,0,2,0,3.0,0.6263654878726161,1353.31512986,Mid,-1,1,0
89575,1,0.9999999,36,0,963.0,5400.0,2,0,0,0,0.0,0.1783003147565265,385.79999994,Mid,-1,1,0
89593,0,0.298922365,42,0,4861.0,5400.0,11,0,3,0,0.0,0.9000185150897981,1944.579353419,Mid,-1,1,0
89648,0,0.183007395,62,0,3534.0,5400.0,9,0,4,0,0.0,0.6543232734678763,1413.7098044370002,Senior,-1,1,0
89657,0,0.600340998,48,1,3146.0,5400.0,8,0,2,0,0.0,0.5824847250509165,1258.7602045988,Mid,-1,1,0
89665,0,0.598006645,53,1,3989.0,5400.0,4,0,1,0,0.0,0.7385669320496204,1595.9588039870002,Senior,-1,1,0
